,RESULTS,TIMESTAMP,V60,V65,V66,V206,V342,INDEX,m,d,h
278,-1,2008-08-18 23:00:00,15.6791,24.3209,31.4614,12.79,3.5003,278,7,0,23
279,-1,2008-08-18 23:03:00,16.2418,23.7582,30.5545,9.07,2.9196,279,7,0,23
280,-1,2008-08-18 23:47:00,10.3745,29.6255,32.236999999999995,10.61,3.1252,280,7,0,23
281,-1,2008-08-19 01:10:00,2.5045,17.4955,23.7322,9.08,2.8048,281,7,1,1
282,1,2008-08-19 03:59:00,24.14,15.86,22.8392,12.26,3.6649,282,7,1,3
283,-1,2008-08-19 04:58:00,23.7109,16.2891,22.928,9.51,2.7499,283,7,1,4
284,-1,2008-08-19 05:09:00,5.78,14.22,21.9792,10.83,3.1085,284,7,1,5
285,-1,2008-08-19 05:11:00,-0.18,20.18,25.6726,4.79,1.5618,285,7,1,5
286,-1,2008-08-19 05:11:00,-8.6082,28.6082,38.5841,7.4,2.2001,286,7,1,5
287,-1,2008-08-19 05:40:00,22.7173,17.2827,22.3699,8.02,2.3362,287,7,1,5
288,-1,2008-08-19 05:41:00,20.0236,19.9764,27.0205,12.36,3.6741,288,7,1,5
289,-1,2008-08-19 05:53:00,17.9782,22.0218,29.185,11.68,2.9666,289,7,1,5
290,-1,2008-08-19 05:54:00,17.7327,22.2673,30.2505,15.17,4.9434,290,7,1,5
291,1,2008-08-19 05:56:00,1.3718,38.6282,45.875,6.54,2.0172,291,7,1,5
292,-1,2008-08-19 06:24:00,2.0373,17.9627,22.969,7.8,2.2293,292,7,1,6
293,-1,2008-08-19 07:43:00,1.4218,18.5782,24.6272,7.79,2.3173,293,7,1,7
294,1,2008-08-19 07:58:00,22.4382,17.5618,20.3988,9.23,2.783,294,7,1,7
295,-1,2008-08-19 08:01:00,14.9018,25.0982,31.5354,11.9,3.3177,295,7,1,8
296,-1,2008-08-19 08:07:00,4.4391,15.5609,20.3856,11.67,4.04,296,7,1,8
297,-1,2008-08-19 08:33:00,-15.31,35.31,41.7353,5.21,1.7505,297,7,1,8
298,-1,2008-08-19 09:04:00,27.3227,12.6773,15.8496,4.39,1.5437,298,7,1,9
299,-1,2008-08-19 09:05:00,2.78,17.22,22.0706,15.3,4.5251,299,7,1,9
300,-1,2008-08-19 10:46:00,18.1782,21.8218,29.871,14.91,4.3861,300,7,1,10
301,-1,2008-08-19 11:11:00,22.3736,17.6264,25.0342,14.55,4.0777,301,7,1,11
302,-1,2008-08-19 11:13:00,24.4791,15.5209,21.5763,11.37,3.7419,302,7,1,11
303,-1,2008-08-19 11:13:00,20.7209,19.2791,27.0269,6.86,2.1692,303,7,1,11
304,-1,2008-08-19 11:28:00,6.2045,13.7955,21.3495,17.79,5.0813,304,7,1,11
305,-1,2008-08-19 11:44:00,6.9082,33.0918,38.2357,13.31,3.6023,305,7,1,11
306,-1,2008-08-19 11:46:00,23.2655,16.7345,20.6329,8.62,2.7152,306,7,1,11
307,-1,2008-08-19 11:57:00,-7.8309,27.8309,35.2894,12.44,3.7986,307,7,1,11
308,-1,2008-08-19 11:58:00,0.5373,19.4627,24.3275,4.94,1.4587,308,7,1,11
309,-1,2008-08-19 12:30:00,3.1136,36.8864,47.3811,11.47,3.3214,309,7,1,12
310,-1,2008-08-19 15:33:00,25.1891,14.8109,20.8456,15.92,3.9949,310,7,1,15
311,-1,2008-08-19 18:12:00,1.23,18.77,26.281,6.17,1.8402,311,7,1,18
312,-1,2008-08-19 18:12:00,13.5955,26.4045,34.0436,12.5,3.4807,312,7,1,18
313,-1,2008-08-19 18:30:00,-2.9273,22.9273,31.7642,8.99,2.7248,313,7,1,18
314,-1,2008-08-19 18:30:00,13.3745,26.6255,35.4148,7.44,2.07,314,7,1,18
315,-1,2008-08-19 19:38:00,27.4627,12.5373,17.8135,6.76,2.0858,315,7,1,19
316,-1,2008-08-19 20:53:00,4.9991,15.0009,22.588,9.91,3.0161,316,7,1,20
317,-1,2008-08-20 00:05:00,1.9145,18.0855,22.9765,8.92,2.5068,317,7,2,0
318,-1,2008-08-20 01:33:00,9.5927,10.4073,15.585,5.9,2.0421,318,7,2,1
319,-1,2008-08-20 01:42:00,1.8182,18.1818,23.2779,7.44,2.0604,319,7,2,1
320,-1,2008-08-20 02:13:00,22.6936,17.3064,24.0673,14.0,3.972,320,7,2,2
321,1,2008-08-20 02:27:00,19.1027,20.8973,26.8797,10.02,3.4688,321,7,2,2
322,-1,2008-08-20 03:00:00,3.3055,16.6945,23.8805,20.79,5.2552,322,7,2,3
323,1,2008-08-20 03:12:00,13.6809,26.3191,33.0758,6.72,2.0716,323,7,2,3
324,-1,2008-08-20 06:36:00,26.9136,13.0864,17.965,6.52,2.5275,324,7,2,6
325,-1,2008-08-20 07:12:00,0.1427,19.8573,28.8518,20.1,4.9552,325,7,2,7
326,1,2008-08-20 08:40:00,14.75,25.25,32.5387,15.69,4.5689,326,7,2,8
327,1,2008-08-20 09:17:00,8.0955,11.9045,14.1135,10.23,2.7761,327,7,2,9
328,-1,2008-08-20 10:26:00,0.8873,19.1127,24.7257,5.71,1.7009,328,7,2,10
329,-1,2008-08-20 16:08:00,1.77,18.23,25.7166,5.51,1.8665,329,7,2,16
330,-1,2008-08-20 16:16:00,21.1082,18.8918,26.1855,8.64,2.5381,330,7,2,16
331,-1,2008-08-20 17:09:00,4.6327,15.3673,22.1063,5.44,1.5546,331,7,2,17
332,-1,2008-08-20 17:35:00,10.7709,29.2291,35.7866,13.75,3.7608,332,7,2,17
333,-1,2008-08-20 17:36:00,4.4155,15.5845,19.0935,6.71,2.1175,333,7,2,17
334,-1,2008-08-20 18:29:00,4.4091,15.5909,22.6131,9.98,2.5223,334,7,2,18
335,-1,2008-08-20 18:35:00,-10.37,30.37,39.7257,6.91,2.3236,335,7,2,18
336,1,2008-08-20 19:20:00,5.8091,34.1909,38.9877,6.5,2.0566,336,7,2,19
337,-1,2008-08-20 20:19:00,2.0664,17.9336,23.7087,10.54,3.3398,337,7,2,20
338,-1,2008-08-20 21:33:00,-0.2173,20.2173,23.8531,4.47,1.5895,338,7,2,21
339,-1,2008-08-20 21:41:00,4.97,15.03,22.1065,6.64,1.8373,339,7,2,21
340,-1,2008-08-20 21:58:00,1.4036,18.5964,19.3468,4.05,1.3896,340,7,2,21
341,-1,2008-08-20 22:13:00,2.9536,17.0464,23.7913,5.98,1.9343,341,7,2,22
342,-1,2008-08-20 22:45:00,-0.5691,20.5691,25.2645,4.89,1.495,342,7,2,22
343,-1,2008-08-20 23:18:00,5.8727,14.1273,19.1839,6.81,2.7624,343,7,2,23
344,1,2008-08-20 23:43:00,14.0673,25.9327,33.4275,9.07,2.7764,344,7,2,23
345,-1,2008-08-21 02:11:00,-5.6018,25.6018,33.4591,7.91,2.7318,345,7,3,2
346,-1,2008-08-21 02:46:00,2.0009,17.9991,25.3399,11.66,3.6260000000000003,346,7,3,2
347,-1,2008-08-21 04:22:00,20.81,19.19,25.7113,17.26,4.6845,347,7,3,4
348,-1,2008-08-21 04:29:00,-5.9045,25.9045,34.578,8.99,2.8294,348,7,3,4
349,-1,2008-08-21 05:06:00,-0.3264,20.3264,27.218000000000004,5.31,1.6531,349,7,3,5
350,-1,2008-08-21 05:15:00,4.3055,15.6945,22.1809,9.33,2.5334,350,7,3,5
351,1,2008-08-21 06:10:00,5.0809,34.9191,45.2166,12.76,3.6436,351,7,3,6
352,-1,2008-08-21 11:22:00,6.3364,13.6636,20.4431,6.88,2.089,352,7,3,11
353,-1,2008-08-21 12:00:00,3.1418,16.8582,21.5151,6.45,1.8559999999999999,353,7,3,12
354,-1,2008-08-21 12:31:00,22.1027,17.8973,25.0401,9.65,3.0642,354,7,3,12
355,-1,2008-08-21 12:33:00,-0.8891,20.8891,26.9872,9.07,2.8564,355,7,3,12
356,-1,2008-08-21 12:43:00,-6.8555,26.8555,33.4081,9.47,3.0072,356,7,3,12
357,-1,2008-08-21 12:52:00,2.1473,17.8527,23.7727,3.57,1.1695,357,7,3,12
358,-1,2008-08-21 13:11:00,-8.4836,28.4836,38.0547,10.54,2.9583,358,7,3,13
359,-1,2008-08-21 13:19:00,3.9382,16.0618,20.8163,7.03,1.9654,359,7,3,13
360,-1,2008-08-21 13:29:00,-0.2618,20.2618,25.2206,21.94,6.2657,360,7,3,13
361,-1,2008-08-21 13:45:00,-2.7936,22.7936,27.7028,8.69,2.3745,361,7,3,13
362,-1,2008-08-21 14:47:00,9.8518,30.1482,36.0791,7.77,2.4329,362,7,3,14
363,-1,2008-08-21 15:05:00,3.8936,16.1064,23.3059,7.24,2.4703,363,7,3,15
364,-1,2008-08-21 15:06:00,-5.9236,25.9236,33.1206,11.63,3.1072,364,7,3,15
365,-1,2008-08-21 15:32:00,4.0991,15.9009,18.3248,5.71,1.9976,365,7,3,15
366,-1,2008-08-21 15:48:00,6.3436,13.6564,19.3697,5.46,1.6017,366,7,3,15
367,-1,2008-08-21 15:50:00,0.31,19.69,24.8182,5.77,1.7709,367,7,3,15
368,1,2008-08-21 16:19:00,28.5145,11.4855,15.3918,13.3,3.5467,368,7,3,16
369,-1,2008-08-21 16:36:00,4.0209,15.9791,20.4872,10.13,3.1022,369,7,3,16
370,-1,2008-08-21 17:25:00,3.2182,16.7818,22.5384,7.51,2.7808,370,7,3,17
371,-1,2008-08-21 17:44:00,14.3891,25.6109,31.7754,10.65,2.8465,371,7,3,17
372,-1,2008-08-21 18:04:00,6.2455,13.7545,20.7886,7.32,2.0909999999999997,372,7,3,18
373,1,2008-08-21 18:05:00,3.7982,16.2018,22.3823,5.34,1.9379,373,7,3,18
374,-1,2008-08-21 18:39:00,-1.9555,21.9555,30.0288,10.52,3.1815,374,7,3,18
375,-1,2008-08-21 18:53:00,-10.6036,30.6036,37.0555,10.31,3.1084,375,7,3,18
376,-1,2008-08-21 19:12:00,3.88,16.12,20.9881,6.93,2.2496,376,7,3,19
377,-1,2008-08-21 19:12:00,5.7945,14.2055,21.6882,6.49,2.17,377,7,3,19
378,-1,2008-08-21 19:46:00,0.8018,19.1982,26.1586,8.08,2.5262,378,7,3,19
379,-1,2008-08-21 20:19:00,10.8955,29.1045,37.5213,6.37,2.0755,379,7,3,20
380,-1,2008-08-21 20:21:00,15.2791,24.7209,31.1665,16.8,4.7739,380,7,3,20
381,-1,2008-08-21 20:37:00,18.7173,21.2827,26.3457,10.26,3.3965,381,7,3,20
382,-1,2008-08-21 21:32:00,3.3955,16.6045,22.3699,10.21,3.1758,382,7,3,21
383,-1,2008-08-21 22:25:00,0.1227,19.8773,25.02,8.98,2.7719,383,7,3,22
384,-1,2008-08-21 22:41:00,3.5336,16.4664,22.519000000000002,13.29,3.7204,384,7,3,22
385,-1,2008-08-21 23:08:00,-5.3355,25.3355,32.4414,8.2,2.7721,385,7,3,23
386,-1,2008-08-21 23:27:00,1.4355,18.5645,23.4114,9.32,3.0968,386,7,3,23
387,-1,2008-08-21 23:53:00,7.3918,32.6082,43.6071,8.56,2.6585,387,7,3,23
388,-1,2008-08-21 23:57:00,4.8018,15.1982,20.4284,9.42,2.2829,388,7,3,23
389,-1,2008-08-22 00:43:00,-7.4155,27.4155,35.2757,6.21,2.4111,389,7,4,0
390,-1,2008-08-22 00:44:00,0.0945,19.9055,24.3127,9.51,2.7397,390,7,4,0
391,-1,2008-08-22 00:47:00,8.9073,31.0927,37.0683,8.59,2.359,391,7,4,0
392,1,2008-08-22 01:04:00,5.0473,14.9527,20.2979,6.31,2.0025,392,7,4,1
393,-1,2008-08-22 01:26:00,26.1536,13.8464,19.162,11.64,3.3641,393,7,4,1
394,-1,2008-08-22 01:27:00,-2.9973,22.9973,29.8097,8.7,2.8680000000000003,394,7,4,1
395,-1,2008-08-22 01:54:00,-5.6473,25.6473,32.7577,9.04,2.7357,395,7,4,1
396,-1,2008-08-22 02:01:00,-1.2182,21.2182,26.3771,7.78,2.36,396,7,4,2
397,-1,2008-08-22 02:25:00,1.2264,18.7736,23.7806,16.55,4.8236,397,7,4,2
398,-1,2008-08-22 02:52:00,2.8355,17.1645,22.8296,5.23,1.6652,398,7,4,2
399,-1,2008-08-22 03:18:00,5.9073,14.0927,19.9156,8.23,2.4824,399,7,4,3
400,-1,2008-08-22 03:58:00,4.5027,15.4973,22.3374,8.35,2.4158,400,7,4,3
401,-1,2008-08-22 04:40:00,3.2591,16.7409,25.2855,20.82,5.4525,401,7,4,4
402,-1,2008-08-22 04:57:00,4.1509,15.8491,23.5582,7.54,2.2828,402,7,4,4
403,-1,2008-08-22 05:21:00,4.4564,15.5436,21.1288,16.99,4.5092,403,7,4,5
404,-1,2008-08-22 05:31:00,0.4591,19.5409,22.3321,6.09,1.7408,404,7,4,5
405,-1,2008-08-22 05:32:00,-1.0773,21.0773,27.2848,6.78,2.1376,405,7,4,5
406,1,2008-08-22 06:00:00,10.9955,29.0045,37.4668,13.97,3.9066,406,7,4,6
407,-1,2008-08-22 07:04:00,2.0064,17.9936,21.0027,7.82,2.3098,407,7,4,7
408,-1,2008-08-22 07:17:00,18.4,21.6,27.6834,13.22,3.917,408,7,4,7
409,-1,2008-08-22 07:27:00,0.3036,19.6964,26.336,9.79,2.8587,409,7,4,7
410,-1,2008-08-22 09:29:00,22.7636,17.2364,23.9934,7.57,2.4269,410,7,4,9
411,-1,2008-08-22 09:29:00,6.1527,13.8473,17.735,3.86,1.0932,411,7,4,9
412,-1,2008-08-22 10:01:00,20.2627,19.7373,27.0685,12.02,3.6157,412,7,4,10
413,-1,2008-08-22 10:18:00,-3.09,23.09,28.9236,6.64,2.0463,413,7,4,10
414,-1,2008-08-22 10:47:00,1.9855,18.0145,23.2014,10.35,3.3833,414,7,4,10
415,-1,2008-08-22 11:32:00,8.3018,11.6982,18.2879,8.59,2.3647,415,7,4,11
416,-1,2008-08-22 12:13:00,2.9964,17.0036,22.4415,6.32,1.9069999999999998,416,7,4,12
417,-1,2008-08-22 12:37:00,4.5645,15.4355,23.2908,12.05,3.1726,417,7,4,12
418,-1,2008-08-22 12:42:00,1.14,18.86,26.5409,8.17,2.6348,418,7,4,12
419,-1,2008-08-22 13:22:00,8.8173,11.1827,14.5322,12.71,3.4297,419,7,4,13
420,-1,2008-08-22 14:45:00,2.4345,17.5655,22.364,5.8,2.0695,420,7,4,14
421,-1,2008-08-22 15:25:00,-28.9882,48.9882,62.8378,8.89,2.417,421,7,4,15
422,-1,2008-08-22 15:39:00,6.6,13.4,17.1233,7.86,2.2328,422,7,4,15
423,-1,2008-08-22 15:54:00,25.2736,14.7264,21.2359,12.53,3.6031,423,7,4,15
424,1,2008-08-22 19:14:00,-5.7182,25.7182,31.4501,9.82,2.6755,424,7,4,19
425,-1,2008-08-22 23:46:00,-1.4345,21.4345,30.0664,7.66,2.4369,425,7,4,23
426,-1,2008-08-22 23:47:00,-0.3327,20.3327,24.1854,7.65,2.2372,426,7,4,23
427,-1,2008-08-22 23:49:00,0.5682,19.4318,24.9899,11.19,3.1468,427,7,4,23
428,-1,2008-08-22 23:56:00,2.9518,17.0482,22.1675,7.15,2.386,428,7,4,23
429,-1,2008-08-23 02:04:00,7.7727,12.2273,15.6295,14.28,3.9548,429,7,5,2
430,-1,2008-08-23 03:26:00,2.75,17.25,23.7232,5.72,1.7982,430,7,5,3
431,-1,2008-08-23 04:50:00,15.81,24.19,29.5935,8.93,2.5724,431,7,5,4
432,-1,2008-08-23 04:52:00,3.4882,16.5118,23.4389,7.07,1.8872,432,7,5,4
433,-1,2008-08-23 05:57:00,1.2673,18.7327,25.3075,3.72,1.4307,433,7,5,5
434,-1,2008-08-23 05:57:00,4.7864,15.2136,20.9566,5.74,1.7793,434,7,5,5
435,-1,2008-08-23 05:58:00,14.7345,25.2655,34.3528,7.35,2.4904,435,7,5,5
436,-1,2008-08-23 05:58:00,-8.3955,28.3955,35.1195,9.13,2.8057,436,7,5,5
437,-1,2008-08-23 09:24:00,1.2209,18.7791,24.3568,13.88,4.0073,437,7,5,9
438,-1,2008-08-23 12:58:00,1.0345,18.9655,23.0824,7.5,2.5456,438,7,5,12
439,-1,2008-08-23 13:02:00,1.0636,18.9364,22.5764,11.17,2.8877,439,7,5,13
440,-1,2008-08-23 15:10:00,1.6173,18.3827,22.991999999999997,6.11,2.1094,440,7,5,15
441,1,2008-08-23 15:29:00,2.4173,17.5827,26.1512,10.59,2.6761,441,7,5,15
442,-1,2008-08-24 02:32:00,-7.1564,27.1564,33.0615,12.11,3.3661,442,7,6,2
443,-1,2008-08-24 04:00:00,0.6991,19.3009,23.2216,9.22,2.6547,443,7,6,4
444,-1,2008-08-24 07:12:00,2.5964,17.4036,25.0576,9.01,2.9654,444,7,6,7
445,-1,2008-08-24 07:14:00,-0.4091,20.4091,25.9181,11.41,3.6026,445,7,6,7
446,-1,2008-08-24 10:09:00,-5.0245,25.0245,32.3293,12.48,3.109,446,7,6,10
447,-1,2008-08-24 10:14:00,-0.7236,20.7236,29.1042,11.17,2.9624,447,7,6,10
448,1,2008-08-24 13:03:00,1.9482,38.0518,45.3921,13.53,3.8318,448,7,6,13
449,-1,2008-08-25 09:29:00,1.3255,18.6745,23.2849,9.47,3.1689999999999996,449,7,0,9
450,-1,2008-08-27 00:46:00,-6.8627,26.8627,33.9056,10.42,3.2466,450,7,2,0
451,-1,2008-08-27 11:38:00,7.0591,12.9409,19.9831,8.36,2.5457,451,7,2,11
452,-1,2008-08-27 12:22:00,2.2118,17.7882,23.5681,4.94,1.7119,452,7,2,12
453,-1,2008-08-27 13:35:00,7.9373,12.0627,18.1451,4.32,1.2316,453,7,2,13
454,-1,2008-08-27 14:18:00,0.8745,19.1255,27.5264,7.21,2.1279,454,7,2,14
455,-1,2008-08-27 17:14:00,3.99,16.01,23.6925,5.68,1.6123,455,7,2,17
456,-1,2008-08-27 22:48:00,4.4455,15.5545,21.9164,7.27,2.082,456,7,2,22
457,-1,2008-08-27 22:58:00,168.1455,34.17,23.241,320.05,97.7089,457,7,2,22
458,-1,2008-08-28 03:03:00,-0.2845,20.2845,26.7021,9.42,2.8926,458,7,3,3
459,-1,2008-08-28 03:04:00,2.0609,17.9391,23.7857,5.79,1.7630000000000001,459,7,3,3
460,-1,2008-08-28 03:29:00,1.7373,18.2627,21.2309,6.4,2.0352,460,7,3,3
461,-1,2008-08-28 03:38:00,3.1191,16.8809,24.0994,6.88,2.1044,461,7,3,3
462,-1,2008-08-28 03:45:00,0.2818,19.7182,26.9505,6.29,1.995,462,7,3,3
463,-1,2008-08-28 04:10:00,4.06,15.94,20.4742,9.78,2.79,463,7,3,4
464,-1,2008-08-28 04:20:00,-0.3182,20.3182,25.4548,8.61,3.3149,464,7,3,4
465,-1,2008-08-28 04:54:00,-0.0636,20.0636,26.5755,9.59,2.8448,465,7,3,4
466,-1,2008-08-28 05:00:00,36.3682,16.63,30.3896,130.78,52.3338,466,7,3,5
467,-1,2008-08-28 06:15:00,1.0291,18.9709,26.5379,9.6,2.9055,467,7,3,6
468,-1,2008-08-28 06:39:00,1.9591,18.0409,23.1602,9.44,2.4986,468,7,3,6
469,-1,2008-08-28 06:56:00,1.6373,18.3627,26.6305,8.83,2.6628,469,7,3,6
470,-1,2008-08-28 07:40:00,-1.2209,21.2209,30.0565,8.8,2.5449,470,7,3,7
471,-1,2008-08-28 07:51:00,8.8445,11.1555,18.5022,5.53,1.6586,471,7,3,7
472,-1,2008-08-28 08:41:00,-1.1255,21.1255,27.041,9.15,3.0231,472,7,3,8
473,-1,2008-08-28 09:46:00,2.9409,17.0591,22.3822,5.78,1.9795,473,7,3,9
474,-1,2008-08-28 09:49:00,-4.4845,24.4845,29.3998,8.32,2.2953,474,7,3,9
475,-1,2008-08-28 10:15:00,8.1418,11.8582,15.8955,7.49,2.476,475,7,3,10
476,-1,2008-08-28 10:28:00,9.4864,30.5136,36.6135,6.33,1.8843,476,7,3,10
477,-1,2008-08-28 10:32:00,-7.5073,27.5073,33.7563,9.04,2.5907,477,7,3,10
478,-1,2008-08-28 11:19:00,3.8264,16.1736,22.997,10.55,3.0328,478,7,3,11
479,-1,2008-08-28 12:44:00,10.2355,9.7645,14.7061,8.8,2.5012,479,7,3,12
480,-1,2008-08-28 14:48:00,1.0218,18.9782,23.6862,5.06,1.6936,480,7,3,14
481,-1,2008-08-28 15:19:00,3.8664,16.1336,23.5073,15.06,4.178999999999999,481,7,3,15
482,-1,2008-08-28 16:01:00,-6.0545,26.0545,35.8454,9.16,2.8063,482,7,3,16
483,-1,2008-08-28 16:43:00,2.8745,17.1255,22.8489,14.43,3.8732,483,7,3,16
484,-1,2008-08-28 16:52:00,-0.81,20.81,29.1501,18.53,5.0746,484,7,3,16
485,-1,2008-08-28 17:21:00,8.1445,11.8555,17.3399,12.0,3.365,485,7,3,17
486,-1,2008-08-28 17:27:00,11.4855,8.5145,13.7855,7.54,2.3028,486,7,3,17
487,-1,2008-08-28 17:32:00,1.4745,18.5255,25.9662,8.04,2.8348,487,7,3,17
488,-1,2008-08-28 18:05:00,2.0127,17.9873,25.4566,6.68,2.2085,488,7,3,18
489,-1,2008-08-28 18:10:00,0.91,19.09,24.9957,6.58,1.8511,489,7,3,18
490,-1,2008-08-28 18:15:00,-1.5118,21.5118,30.3514,9.34,2.9854,490,7,3,18
491,-1,2008-08-28 18:25:00,0.9091,19.0909,20.5351,5.21,1.7173,491,7,3,18
492,-1,2008-08-28 18:47:00,0.6191,19.3809,23.1287,11.18,3.4032,492,7,3,18
493,-1,2008-08-28 18:57:00,3.3655,16.6345,25.076,5.73,2.0952,493,7,3,18
494,-1,2008-08-28 20:20:00,-2.63,22.63,29.1444,7.3,2.2448,494,7,3,20
495,1,2008-08-28 20:39:00,1.0045,18.9955,23.2147,9.99,2.9246,495,7,3,20
496,-1,2008-08-28 21:03:00,1.1527,18.8473,24.6357,7.91,2.417,496,7,3,21
497,-1,2008-08-28 21:52:00,0.2055,19.7945,24.8465,5.72,2.1921,497,7,3,21
498,-1,2008-08-28 22:57:00,-3.8982,23.8982,32.3627,5.58,1.7504,498,7,3,22
499,-1,2008-08-28 23:40:00,3.2764,16.7236,23.8465,9.11,2.6277,499,7,3,23
500,-1,2008-08-28 23:42:00,-4.0373,24.0373,29.8481,9.52,2.4131,500,7,3,23
501,-1,2008-08-29 00:49:00,0.1618,19.8382,25.1262,14.01,4.5182,501,7,4,0
502,-1,2008-08-29 01:06:00,-3.9436,23.9436,31.9933,9.95,3.0744,502,7,4,1
503,-1,2008-08-29 02:38:00,-1.2518,21.2518,27.0255,7.68,2.3637,503,7,4,2
504,-1,2008-08-29 02:39:00,1.3664,18.6336,25.688000000000002,9.39,2.8310000000000004,504,7,4,2
505,-1,2008-08-29 03:27:00,5.65,14.35,20.0533,13.68,3.8735,505,7,4,3
506,-1,2008-08-29 03:33:00,7.8264,12.1736,19.6859,15.57,4.0923,506,7,4,3
507,-1,2008-08-29 03:46:00,-1.1927,21.1927,27.0988,6.61,1.9166,507,7,4,3
508,1,2008-08-29 04:55:00,5.4991,14.5009,17.5983,7.32,2.3933,508,7,4,4
509,-1,2008-08-29 04:56:00,-0.0309,20.0309,23.8671,11.48,3.3264,509,7,4,4
510,-1,2008-08-29 05:16:00,0.5091,19.4909,23.1579,13.75,3.7266,510,7,4,5
511,-1,2008-08-29 05:54:00,,,,10.26,3.0380000000000003,511,7,4,5
512,-1,2008-08-29 05:54:00,,,,,,512,7,4,5
513,-1,2008-08-29 05:57:00,0.5755,19.4245,25.0179,12.12,3.2246,513,7,4,5
514,-1,2008-08-29 05:57:00,0.2573,19.7427,25.518,12.55,3.8771,514,7,4,5
515,-1,2008-08-29 06:35:00,9.2827,10.7173,16.5512,5.92,1.6867,515,7,4,6
516,-1,2008-08-29 06:37:00,-1.0482,21.0482,27.6136,10.37,2.8966,516,7,4,6
517,-1,2008-08-29 06:40:00,5.6309,14.3691,19.8754,7.06,2.3002,517,7,4,6
518,1,2008-08-29 06:45:00,13.3709,6.6291,12.0446,17.62,4.8963,518,7,4,6
519,-1,2008-08-29 06:54:00,5.1736,14.8264,20.671,8.02,2.2915,519,7,4,6
520,-1,2008-08-29 07:18:00,4.8373,15.1627,23.9068,4.55,1.5461,520,7,4,7
521,-1,2008-08-29 07:22:00,6.3691,13.6309,19.6579,5.02,1.4322,521,7,4,7
522,-1,2008-08-29 07:24:00,0.2818,19.7182,26.8707,11.5,3.1388,522,7,4,7
523,-1,2008-08-29 07:33:00,-0.8964,20.8964,25.5848,6.67,2.0923,523,7,4,7
524,-1,2008-08-29 07:33:00,-0.1745,20.1745,26.166,8.19,2.502,524,7,4,7
525,-1,2008-08-29 08:10:00,7.0709,12.9291,18.8096,8.37,2.4930000000000003,525,7,4,8
526,-1,2008-08-29 08:20:00,0.4545,19.5455,26.6523,8.95,2.779,526,7,4,8
527,-1,2008-08-29 08:41:00,2.2518,17.7482,24.5136,6.0,1.9646,527,7,4,8
528,-1,2008-08-29 08:45:00,0.9991,19.0009,24.1484,7.17,2.1109999999999998,528,7,4,8
529,-1,2008-08-29 12:21:00,2.3691,17.6309,25.1846,26.83,6.6958,529,7,4,12
530,-1,2008-08-29 12:22:00,3.43,16.57,24.1049,6.38,2.1235,530,7,4,12
531,-1,2008-08-29 12:37:00,2.3755,17.6245,24.9602,8.34,2.642,531,7,4,12
532,-1,2008-08-29 13:04:00,1.1682,18.8318,26.8972,7.04,2.0335,532,7,4,13
533,-1,2008-08-29 13:14:00,0.1691,19.8309,24.6599,27.18,6.5467,533,7,4,13
534,-1,2008-08-29 13:27:00,2.6491,17.3509,25.1013,14.54,3.9538,534,7,4,13
535,-1,2008-08-29 13:49:00,3.1382,16.8618,24.5541,13.57,3.6258,535,7,4,13
536,-1,2008-08-29 14:11:00,4.4364,15.5636,21.5368,11.07,3.2951,536,7,4,14
537,-1,2008-08-29 14:18:00,2.1045,17.8955,22.9633,15.4,4.189,537,7,4,14
538,-1,2008-08-29 14:30:00,3.9818,16.0182,21.1459,16.31,3.9760000000000004,538,7,4,14
539,-1,2008-08-29 15:01:00,2.8182,17.1818,22.6844,9.35,3.0505,539,7,4,15
540,-1,2008-08-29 15:43:00,-0.1209,20.1209,28.8518,15.53,4.5757,540,7,4,15
541,-1,2008-08-29 16:26:00,1.1782,18.8218,20.0249,9.79,2.7757,541,7,4,16
542,-1,2008-08-29 20:21:00,0.1664,19.8336,26.1038,12.37,3.3012,542,7,4,20
543,-1,2008-08-29 20:49:00,4.92,15.08,22.7427,11.57,3.2037,543,7,4,20
544,-1,2008-08-29 21:25:00,-1.3227,21.3227,29.826999999999998,17.68,4.1575,544,7,4,21
545,-1,2008-08-29 21:46:00,-0.7845,20.7845,28.7982,11.73,3.1894,545,7,4,21
546,-1,2008-08-29 21:54:00,0.2655,19.7345,25.8087,21.09,4.999,546,7,4,21
547,-1,2008-08-29 22:11:00,-3.6855,23.6855,28.4754,8.41,2.1545,547,7,4,22
548,-1,2008-08-29 22:45:00,-1.7609,21.7609,31.1484,16.1,4.6373,548,7,4,22
549,-1,2008-08-29 22:49:00,2.9691,17.0309,22.5569,5.07,1.5393,549,7,4,22
550,-1,2008-08-29 22:56:00,-1.7982,21.7982,25.6366,7.05,2.4282,550,7,4,22
551,-1,2008-08-30 00:01:00,-0.3736,20.3736,26.4354,8.67,2.6553,551,7,5,0
552,-1,2008-08-30 00:05:00,4.9073,15.0927,22.6375,7.69,2.266,552,7,5,0
553,-1,2008-08-30 00:57:00,1.49,18.51,24.3465,6.05,2.161,553,7,5,0
554,-1,2008-08-30 01:29:00,3.2491,16.7509,23.4873,8.97,3.2969999999999997,554,7,5,1
555,-1,2008-08-30 02:08:00,-1.0927,21.0927,27.729,13.17,3.6431,555,7,5,2
556,-1,2008-08-30 02:22:00,0.2536,19.7464,28.3785,8.49,2.5919,556,7,5,2
