,RESULTS,TIMESTAMP,V17,V26,V60,V65,V66,INDEX,m,d,h
273,1,2008-08-18 17:13:00,9.6205,0.9902,16.0155,23.9845,30.1316,273,7,0,17
274,-1,2008-08-18 17:16:00,9.6936,1.2902,2.5027,17.4973,22.1827,274,7,0,17
275,-1,2008-08-18 17:37:00,10.0207,1.2917,87.0391,32.896,84.5752,275,7,0,17
276,-1,2008-08-18 19:24:00,10.0621,1.265,0.7591,19.2409,25.8222,276,7,0,19
277,1,2008-08-18 19:54:00,9.6715,1.3213,9.8782,30.1218,37.9277,277,7,0,19
278,-1,2008-08-18 23:00:00,9.5853,0.9763,15.6791,24.3209,31.4614,278,7,0,23
279,-1,2008-08-18 23:03:00,9.871,0.9670000000000001,16.2418,23.7582,30.5545,279,7,0,23
280,-1,2008-08-18 23:47:00,9.5534,1.2835,10.3745,29.6255,32.236999999999995,280,7,0,23
281,-1,2008-08-19 01:10:00,9.6391,1.2933,2.5045,17.4955,23.7322,281,7,1,1
282,1,2008-08-19 03:59:00,9.8653,1.3130000000000002,24.14,15.86,22.8392,282,7,1,3
283,-1,2008-08-19 04:58:00,9.5915,1.2835,23.7109,16.2891,22.928,283,7,1,4
284,-1,2008-08-19 05:09:00,9.4896,0.9652,5.78,14.22,21.9792,284,7,1,5
285,-1,2008-08-19 05:11:00,9.4396,1.3055,-0.18,20.18,25.6726,285,7,1,5
286,-1,2008-08-19 05:11:00,10.5814,0.9703,-8.6082,28.6082,38.5841,286,7,1,5
287,-1,2008-08-19 05:40:00,10.2944,1.2885,22.7173,17.2827,22.3699,287,7,1,5
288,-1,2008-08-19 05:41:00,10.5663,1.3025,20.0236,19.9764,27.0205,288,7,1,5
289,-1,2008-08-19 05:53:00,10.0986,1.2525,17.9782,22.0218,29.185,289,7,1,5
290,-1,2008-08-19 05:54:00,10.0514,0.9788,17.7327,22.2673,30.2505,290,7,1,5
291,1,2008-08-19 05:56:00,9.8987,0.9603,1.3718,38.6282,45.875,291,7,1,5
292,-1,2008-08-19 06:24:00,10.614,1.2945,2.0373,17.9627,22.969,292,7,1,6
293,-1,2008-08-19 07:43:00,9.3864,1.2592,1.4218,18.5782,24.6272,293,7,1,7
294,1,2008-08-19 07:58:00,9.8806,1.2813,22.4382,17.5618,20.3988,294,7,1,7
295,-1,2008-08-19 08:01:00,9.6448,1.3319999999999999,14.9018,25.0982,31.5354,295,7,1,8
296,-1,2008-08-19 08:07:00,10.2072,0.9590000000000001,4.4391,15.5609,20.3856,296,7,1,8
297,-1,2008-08-19 08:33:00,10.6552,0.9793,-15.31,35.31,41.7353,297,7,1,8
298,-1,2008-08-19 09:04:00,8.0367,1.298,27.3227,12.6773,15.8496,298,7,1,9
299,-1,2008-08-19 09:05:00,10.0893,0.9775,2.78,17.22,22.0706,299,7,1,9
300,-1,2008-08-19 10:46:00,9.8943,1.2575,18.1782,21.8218,29.871,300,7,1,10
301,-1,2008-08-19 11:11:00,9.8492,0.9838,22.3736,17.6264,25.0342,301,7,1,11
302,-1,2008-08-19 11:13:00,9.8914,0.9792,24.4791,15.5209,21.5763,302,7,1,11
303,-1,2008-08-19 11:13:00,10.2875,0.987,20.7209,19.2791,27.0269,303,7,1,11
304,-1,2008-08-19 11:28:00,10.3532,1.2752,6.2045,13.7955,21.3495,304,7,1,11
305,-1,2008-08-19 11:44:00,9.8178,0.9790000000000001,6.9082,33.0918,38.2357,305,7,1,11
306,-1,2008-08-19 11:46:00,10.2545,1.3253,23.2655,16.7345,20.6329,306,7,1,11
307,-1,2008-08-19 11:57:00,9.7682,1.3005,-7.8309,27.8309,35.2894,307,7,1,11
308,-1,2008-08-19 11:58:00,9.7363,1.296,0.5373,19.4627,24.3275,308,7,1,11
309,-1,2008-08-19 12:30:00,10.1713,0.9855,3.1136,36.8864,47.3811,309,7,1,12
310,-1,2008-08-19 15:33:00,9.0528,0.9858,25.1891,14.8109,20.8456,310,7,1,15
311,-1,2008-08-19 18:12:00,9.7517,1.318,1.23,18.77,26.281,311,7,1,18
312,-1,2008-08-19 18:12:00,9.3149,0.9695,13.5955,26.4045,34.0436,312,7,1,18
313,-1,2008-08-19 18:30:00,8.7,1.2868,-2.9273,22.9273,31.7642,313,7,1,18
314,-1,2008-08-19 18:30:00,10.1811,1.273,13.3745,26.6255,35.4148,314,7,1,18
315,-1,2008-08-19 19:38:00,9.7119,0.985,27.4627,12.5373,17.8135,315,7,1,19
316,-1,2008-08-19 20:53:00,9.9824,1.2830000000000001,4.9991,15.0009,22.588,316,7,1,20
317,-1,2008-08-20 00:05:00,10.1841,1.2875,1.9145,18.0855,22.9765,317,7,2,0
318,-1,2008-08-20 01:33:00,10.9594,1.2955,9.5927,10.4073,15.585,318,7,2,1
319,-1,2008-08-20 01:42:00,10.4318,1.2877,1.8182,18.1818,23.2779,319,7,2,1
320,-1,2008-08-20 02:13:00,10.7265,0.9878,22.6936,17.3064,24.0673,320,7,2,2
321,1,2008-08-20 02:27:00,9.9765,1.2455,19.1027,20.8973,26.8797,321,7,2,2
322,-1,2008-08-20 03:00:00,10.347000000000001,1.2770000000000001,3.3055,16.6945,23.8805,322,7,2,3
323,1,2008-08-20 03:12:00,10.2695,1.3165,13.6809,26.3191,33.0758,323,7,2,3
324,-1,2008-08-20 06:36:00,10.0418,0.982,26.9136,13.0864,17.965,324,7,2,6
325,-1,2008-08-20 07:12:00,10.5027,1.3567,0.1427,19.8573,28.8518,325,7,2,7
326,1,2008-08-20 08:40:00,9.6599,0.9845,14.75,25.25,32.5387,326,7,2,8
327,1,2008-08-20 09:17:00,10.2399,0.9772,8.0955,11.9045,14.1135,327,7,2,9
328,-1,2008-08-20 10:26:00,8.876,0.9895,0.8873,19.1127,24.7257,328,7,2,10
329,-1,2008-08-20 16:08:00,9.2068,1.258,1.77,18.23,25.7166,329,7,2,16
330,-1,2008-08-20 16:16:00,9.889,0.9675,21.1082,18.8918,26.1855,330,7,2,16
331,-1,2008-08-20 17:09:00,12.805,1.3013,4.6327,15.3673,22.1063,331,7,2,17
332,-1,2008-08-20 17:35:00,10.4208,0.9863,10.7709,29.2291,35.7866,332,7,2,17
333,-1,2008-08-20 17:36:00,10.4705,0.9940000000000001,4.4155,15.5845,19.0935,333,7,2,17
334,-1,2008-08-20 18:29:00,10.4654,0.9685,4.4091,15.5909,22.6131,334,7,2,18
335,-1,2008-08-20 18:35:00,5.5709,1.0002,-10.37,30.37,39.7257,335,7,2,18
336,1,2008-08-20 19:20:00,9.487,,5.8091,34.1909,38.9877,336,7,2,19
337,-1,2008-08-20 20:19:00,9.2115,0.9892,2.0664,17.9336,23.7087,337,7,2,20
338,-1,2008-08-20 21:33:00,9.31,0.9922,-0.2173,20.2173,23.8531,338,7,2,21
339,-1,2008-08-20 21:41:00,9.2947,0.9673,4.97,15.03,22.1065,339,7,2,21
340,-1,2008-08-20 21:58:00,9.332,0.975,1.4036,18.5964,19.3468,340,7,2,21
341,-1,2008-08-20 22:13:00,10.5248,1.2988,2.9536,17.0464,23.7913,341,7,2,22
342,-1,2008-08-20 22:45:00,9.6721,0.9872,-0.5691,20.5691,25.2645,342,7,2,22
343,-1,2008-08-20 23:18:00,9.9876,1.2757,5.8727,14.1273,19.1839,343,7,2,23
344,1,2008-08-20 23:43:00,9.7597,1.268,14.0673,25.9327,33.4275,344,7,2,23
345,-1,2008-08-21 02:11:00,10.0168,1.2788,-5.6018,25.6018,33.4591,345,7,3,2
346,-1,2008-08-21 02:46:00,9.3764,0.9543,2.0009,17.9991,25.3399,346,7,3,2
347,-1,2008-08-21 04:22:00,9.9238,1.314,20.81,19.19,25.7113,347,7,3,4
348,-1,2008-08-21 04:29:00,9.8412,0.9788,-5.9045,25.9045,34.578,348,7,3,4
349,-1,2008-08-21 05:06:00,9.9346,1.2785,-0.3264,20.3264,27.218000000000004,349,7,3,5
350,-1,2008-08-21 05:15:00,10.0567,1.3005,4.3055,15.6945,22.1809,350,7,3,5
351,1,2008-08-21 06:10:00,9.236,1.2842,5.0809,34.9191,45.2166,351,7,3,6
352,-1,2008-08-21 11:22:00,9.702,0.9802,6.3364,13.6636,20.4431,352,7,3,11
353,-1,2008-08-21 12:00:00,10.614,0.9692,3.1418,16.8582,21.5151,353,7,3,12
354,-1,2008-08-21 12:31:00,10.1388,0.9677,22.1027,17.8973,25.0401,354,7,3,12
355,-1,2008-08-21 12:33:00,9.4516,1.271,-0.8891,20.8891,26.9872,355,7,3,12
356,-1,2008-08-21 12:43:00,9.6043,1.301,-6.8555,26.8555,33.4081,356,7,3,12
357,-1,2008-08-21 12:52:00,9.6676,1.2773,2.1473,17.8527,23.7727,357,7,3,12
358,-1,2008-08-21 13:11:00,9.8977,0.9855,-8.4836,28.4836,38.0547,358,7,3,13
359,-1,2008-08-21 13:19:00,10.3211,0.9762,3.9382,16.0618,20.8163,359,7,3,13
360,-1,2008-08-21 13:29:00,9.9797,1.2847,-0.2618,20.2618,25.2206,360,7,3,13
361,-1,2008-08-21 13:45:00,9.9864,0.9815,-2.7936,22.7936,27.7028,361,7,3,13
362,-1,2008-08-21 14:47:00,10.5954,1.2833,9.8518,30.1482,36.0791,362,7,3,14
363,-1,2008-08-21 15:05:00,9.0661,0.9790000000000001,3.8936,16.1064,23.3059,363,7,3,15
364,-1,2008-08-21 15:06:00,9.1802,1.2902,-5.9236,25.9236,33.1206,364,7,3,15
365,-1,2008-08-21 15:32:00,9.578,1.2845,4.0991,15.9009,18.3248,365,7,3,15
366,-1,2008-08-21 15:48:00,9.9951,1.2797,6.3436,13.6564,19.3697,366,7,3,15
367,-1,2008-08-21 15:50:00,9.7521,1.003,0.31,19.69,24.8182,367,7,3,15
368,1,2008-08-21 16:19:00,12.1998,0.9653,28.5145,11.4855,15.3918,368,7,3,16
369,-1,2008-08-21 16:36:00,9.9605,1.2757,4.0209,15.9791,20.4872,369,7,3,16
370,-1,2008-08-21 17:25:00,9.9867,0.9902,3.2182,16.7818,22.5384,370,7,3,17
371,-1,2008-08-21 17:44:00,9.8203,0.9755,14.3891,25.6109,31.7754,371,7,3,17
372,-1,2008-08-21 18:04:00,10.4249,0.9748,6.2455,13.7545,20.7886,372,7,3,18
373,1,2008-08-21 18:05:00,10.0764,1.272,3.7982,16.2018,22.3823,373,7,3,18
374,-1,2008-08-21 18:39:00,10.3491,0.9952,-1.9555,21.9555,30.0288,374,7,3,18
375,-1,2008-08-21 18:53:00,9.7666,0.9862,-10.6036,30.6036,37.0555,375,7,3,18
376,-1,2008-08-21 19:12:00,10.5596,0.9813,3.88,16.12,20.9881,376,7,3,19
377,-1,2008-08-21 19:12:00,10.0004,1.2975,5.7945,14.2055,21.6882,377,7,3,19
378,-1,2008-08-21 19:46:00,10.5148,0.9772,0.8018,19.1982,26.1586,378,7,3,19
379,-1,2008-08-21 20:19:00,10.9629,1.2793,10.8955,29.1045,37.5213,379,7,3,20
380,-1,2008-08-21 20:21:00,11.1018,1.2655,15.2791,24.7209,31.1665,380,7,3,20
381,-1,2008-08-21 20:37:00,10.3992,0.9955,18.7173,21.2827,26.3457,381,7,3,20
382,-1,2008-08-21 21:32:00,10.0276,1.2735,3.3955,16.6045,22.3699,382,7,3,21
383,-1,2008-08-21 22:25:00,11.3119,0.9698,0.1227,19.8773,25.02,383,7,3,22
384,-1,2008-08-21 22:41:00,9.8454,1.3217,3.5336,16.4664,22.519000000000002,384,7,3,22
385,-1,2008-08-21 23:08:00,10.5391,1.285,-5.3355,25.3355,32.4414,385,7,3,23
386,-1,2008-08-21 23:27:00,9.2405,1.3055,1.4355,18.5645,23.4114,386,7,3,23
387,-1,2008-08-21 23:53:00,8.2969,1.2868,7.3918,32.6082,43.6071,387,7,3,23
388,-1,2008-08-21 23:57:00,9.7802,0.9875,4.8018,15.1982,20.4284,388,7,3,23
389,-1,2008-08-22 00:43:00,9.861,1.2977,-7.4155,27.4155,35.2757,389,7,4,0
390,-1,2008-08-22 00:44:00,9.5523,0.9823,0.0945,19.9055,24.3127,390,7,4,0
391,-1,2008-08-22 00:47:00,10.4399,1.2663,8.9073,31.0927,37.0683,391,7,4,0
392,1,2008-08-22 01:04:00,10.5503,1.3077,5.0473,14.9527,20.2979,392,7,4,1
393,-1,2008-08-22 01:26:00,9.276,0.966,26.1536,13.8464,19.162,393,7,4,1
394,-1,2008-08-22 01:27:00,9.9788,0.9940000000000001,-2.9973,22.9973,29.8097,394,7,4,1
395,-1,2008-08-22 01:54:00,10.384,1.31,-5.6473,25.6473,32.7577,395,7,4,1
396,-1,2008-08-22 02:01:00,9.9879,0.983,-1.2182,21.2182,26.3771,396,7,4,2
397,-1,2008-08-22 02:25:00,10.5411,1.284,1.2264,18.7736,23.7806,397,7,4,2
398,-1,2008-08-22 02:52:00,10.7439,0.9790000000000001,2.8355,17.1645,22.8296,398,7,4,2
399,-1,2008-08-22 03:18:00,10.2893,0.9882,5.9073,14.0927,19.9156,399,7,4,3
400,-1,2008-08-22 03:58:00,9.9111,1.3173,4.5027,15.4973,22.3374,400,7,4,3
401,-1,2008-08-22 04:40:00,9.7814,0.9808,3.2591,16.7409,25.2855,401,7,4,4
402,-1,2008-08-22 04:57:00,10.34,1.2993,4.1509,15.8491,23.5582,402,7,4,4
403,-1,2008-08-22 05:21:00,10.7026,1.3155,4.4564,15.5436,21.1288,403,7,4,5
404,-1,2008-08-22 05:31:00,10.4516,0.9882,0.4591,19.5409,22.3321,404,7,4,5
405,-1,2008-08-22 05:32:00,10.5645,1.3025,-1.0773,21.0773,27.2848,405,7,4,5
406,1,2008-08-22 06:00:00,10.3872,1.271,10.9955,29.0045,37.4668,406,7,4,6
407,-1,2008-08-22 07:04:00,10.4463,0.9805,2.0064,17.9936,21.0027,407,7,4,7
408,-1,2008-08-22 07:17:00,9.9927,0.982,18.4,21.6,27.6834,408,7,4,7
409,-1,2008-08-22 07:27:00,9.9603,0.9632,0.3036,19.6964,26.336,409,7,4,7
410,-1,2008-08-22 09:29:00,10.4817,1.0122,22.7636,17.2364,23.9934,410,7,4,9
411,-1,2008-08-22 09:29:00,10.5155,1.3137,6.1527,13.8473,17.735,411,7,4,9
412,-1,2008-08-22 10:01:00,10.3602,0.993,20.2627,19.7373,27.0685,412,7,4,10
413,-1,2008-08-22 10:18:00,10.1609,1.2975,-3.09,23.09,28.9236,413,7,4,10
414,-1,2008-08-22 10:47:00,10.5082,1.2898,1.9855,18.0145,23.2014,414,7,4,10
415,-1,2008-08-22 11:32:00,10.4823,1.2702,8.3018,11.6982,18.2879,415,7,4,11
416,-1,2008-08-22 12:13:00,9.2114,0.981,2.9964,17.0036,22.4415,416,7,4,12
417,-1,2008-08-22 12:37:00,8.9543,1.3115,4.5645,15.4355,23.2908,417,7,4,12
418,-1,2008-08-22 12:42:00,10.5012,1.2570000000000001,1.14,18.86,26.5409,418,7,4,12
419,-1,2008-08-22 13:22:00,9.8559,0.9833,8.8173,11.1827,14.5322,419,7,4,13
420,-1,2008-08-22 14:45:00,9.4607,0.9785,2.4345,17.5655,22.364,420,7,4,14
421,-1,2008-08-22 15:25:00,10.1707,1.3202,-28.9882,48.9882,62.8378,421,7,4,15
422,-1,2008-08-22 15:39:00,9.8012,0.9857,6.6,13.4,17.1233,422,7,4,15
423,-1,2008-08-22 15:54:00,11.109000000000002,1.2945,25.2736,14.7264,21.2359,423,7,4,15
424,1,2008-08-22 19:14:00,11.0543,1.264,-5.7182,25.7182,31.4501,424,7,4,19
425,-1,2008-08-22 23:46:00,10.2912,1.2963,-1.4345,21.4345,30.0664,425,7,4,23
426,-1,2008-08-22 23:47:00,10.0264,0.9745,-0.3327,20.3327,24.1854,426,7,4,23
427,-1,2008-08-22 23:49:00,10.1473,1.2862,0.5682,19.4318,24.9899,427,7,4,23
428,-1,2008-08-22 23:56:00,10.0805,1.3168,2.9518,17.0482,22.1675,428,7,4,23
429,-1,2008-08-23 02:04:00,10.0922,0.9715,7.7727,12.2273,15.6295,429,7,5,2
430,-1,2008-08-23 03:26:00,10.1026,0.9992,2.75,17.25,23.7232,430,7,5,3
431,-1,2008-08-23 04:50:00,10.277000000000001,1.2803,15.81,24.19,29.5935,431,7,5,4
432,-1,2008-08-23 04:52:00,10.0758,1.3268,3.4882,16.5118,23.4389,432,7,5,4
433,-1,2008-08-23 05:57:00,9.9255,0.985,1.2673,18.7327,25.3075,433,7,5,5
434,-1,2008-08-23 05:57:00,9.8439,0.983,4.7864,15.2136,20.9566,434,7,5,5
435,-1,2008-08-23 05:58:00,10.0491,1.2982,14.7345,25.2655,34.3528,435,7,5,5
436,-1,2008-08-23 05:58:00,9.4565,1.255,-8.3955,28.3955,35.1195,436,7,5,5
437,-1,2008-08-23 09:24:00,9.542,1.3117,1.2209,18.7791,24.3568,437,7,5,9
438,-1,2008-08-23 12:58:00,9.288,1.3065,1.0345,18.9655,23.0824,438,7,5,12
439,-1,2008-08-23 13:02:00,10.4521,0.9855,1.0636,18.9364,22.5764,439,7,5,13
440,-1,2008-08-23 15:10:00,10.4982,0.9840000000000001,1.6173,18.3827,22.991999999999997,440,7,5,15
441,1,2008-08-23 15:29:00,9.2908,1.315,2.4173,17.5827,26.1512,441,7,5,15
442,-1,2008-08-24 02:32:00,9.9916,0.9692,-7.1564,27.1564,33.0615,442,7,6,2
443,-1,2008-08-24 04:00:00,9.859,1.2825,0.6991,19.3009,23.2216,443,7,6,4
444,-1,2008-08-24 07:12:00,10.1277,1.2708,2.5964,17.4036,25.0576,444,7,6,7
445,-1,2008-08-24 07:14:00,9.9845,1.3033,-0.4091,20.4091,25.9181,445,7,6,7
446,-1,2008-08-24 10:09:00,10.4275,1.0023,-5.0245,25.0245,32.3293,446,7,6,10
447,-1,2008-08-24 10:14:00,10.0688,1.2887,-0.7236,20.7236,29.1042,447,7,6,10
448,1,2008-08-24 13:03:00,9.777999999999999,1.2683,1.9482,38.0518,45.3921,448,7,6,13
449,-1,2008-08-25 09:29:00,10.532,0.9987,1.3255,18.6745,23.2849,449,7,0,9
450,-1,2008-08-27 00:46:00,10.1079,0.9713,-6.8627,26.8627,33.9056,450,7,2,0
451,-1,2008-08-27 11:38:00,9.5075,0.9817,7.0591,12.9409,19.9831,451,7,2,11
452,-1,2008-08-27 12:22:00,9.4069,0.9872,2.2118,17.7882,23.5681,452,7,2,12
453,-1,2008-08-27 13:35:00,9.2677,1.3245,7.9373,12.0627,18.1451,453,7,2,13
454,-1,2008-08-27 14:18:00,10.0467,0.988,0.8745,19.1255,27.5264,454,7,2,14
455,-1,2008-08-27 17:14:00,9.8138,1.2590000000000001,3.99,16.01,23.6925,455,7,2,17
456,-1,2008-08-27 22:48:00,9.9318,0.9865,4.4455,15.5545,21.9164,456,7,2,22
457,-1,2008-08-27 22:58:00,10.4634,1.2868,168.1455,34.17,23.241,457,7,2,22
458,-1,2008-08-28 03:03:00,9.7259,1.3043,-0.2845,20.2845,26.7021,458,7,3,3
459,-1,2008-08-28 03:04:00,10.1349,1.2863,2.0609,17.9391,23.7857,459,7,3,3
460,-1,2008-08-28 03:29:00,9.2549,1.3043,1.7373,18.2627,21.2309,460,7,3,3
461,-1,2008-08-28 03:38:00,10.251,1.3082,3.1191,16.8809,24.0994,461,7,3,3
462,-1,2008-08-28 03:45:00,9.7727,1.2508,0.2818,19.7182,26.9505,462,7,3,3
463,-1,2008-08-28 04:10:00,10.2384,0.9842,4.06,15.94,20.4742,463,7,3,4
464,-1,2008-08-28 04:20:00,10.2079,1.3077,-0.3182,20.3182,25.4548,464,7,3,4
465,-1,2008-08-28 04:54:00,9.538,1.3475,-0.0636,20.0636,26.5755,465,7,3,4
466,-1,2008-08-28 05:00:00,9.8881,0.9805,36.3682,16.63,30.3896,466,7,3,5
467,-1,2008-08-28 06:15:00,9.9073,1.2435,1.0291,18.9709,26.5379,467,7,3,6
468,-1,2008-08-28 06:39:00,9.852,1.2815,1.9591,18.0409,23.1602,468,7,3,6
469,-1,2008-08-28 06:56:00,10.7136,0.9888,1.6373,18.3627,26.6305,469,7,3,6
470,-1,2008-08-28 07:40:00,9.8767,1.2837,-1.2209,21.2209,30.0565,470,7,3,7
471,-1,2008-08-28 07:51:00,10.0046,1.345,8.8445,11.1555,18.5022,471,7,3,7
472,-1,2008-08-28 08:41:00,9.9017,0.9787,-1.1255,21.1255,27.041,472,7,3,8
473,-1,2008-08-28 09:46:00,10.0153,0.9732,2.9409,17.0591,22.3822,473,7,3,9
474,-1,2008-08-28 09:49:00,10.0885,0.9788,-4.4845,24.4845,29.3998,474,7,3,9
475,-1,2008-08-28 10:15:00,10.1556,1.263,8.1418,11.8582,15.8955,475,7,3,10
476,-1,2008-08-28 10:28:00,10.3881,0.9895,9.4864,30.5136,36.6135,476,7,3,10
477,-1,2008-08-28 10:32:00,9.9923,1.3215,-7.5073,27.5073,33.7563,477,7,3,10
478,-1,2008-08-28 11:19:00,8.4191,1.324,3.8264,16.1736,22.997,478,7,3,11
479,-1,2008-08-28 12:44:00,9.8446,0.9890000000000001,10.2355,9.7645,14.7061,479,7,3,12
480,-1,2008-08-28 14:48:00,10.5397,0.986,1.0218,18.9782,23.6862,480,7,3,14
481,-1,2008-08-28 15:19:00,10.77,1.0012,3.8664,16.1336,23.5073,481,7,3,15
482,-1,2008-08-28 16:01:00,9.4631,0.9878,-6.0545,26.0545,35.8454,482,7,3,16
483,-1,2008-08-28 16:43:00,9.5747,1.325,2.8745,17.1255,22.8489,483,7,3,16
484,-1,2008-08-28 16:52:00,10.7242,0.9902,-0.81,20.81,29.1501,484,7,3,16
485,-1,2008-08-28 17:21:00,10.5826,0.9902,8.1445,11.8555,17.3399,485,7,3,17
486,-1,2008-08-28 17:27:00,9.6075,0.981,11.4855,8.5145,13.7855,486,7,3,17
487,-1,2008-08-28 17:32:00,8.1845,1.3105,1.4745,18.5255,25.9662,487,7,3,17
488,-1,2008-08-28 18:05:00,10.2926,1.3325,2.0127,17.9873,25.4566,488,7,3,18
489,-1,2008-08-28 18:10:00,10.0541,1.2665,0.91,19.09,24.9957,489,7,3,18
490,-1,2008-08-28 18:15:00,10.6099,0.9773,-1.5118,21.5118,30.3514,490,7,3,18
491,-1,2008-08-28 18:25:00,9.9689,0.961,0.9091,19.0909,20.5351,491,7,3,18
492,-1,2008-08-28 18:47:00,10.0466,1.2690000000000001,0.6191,19.3809,23.1287,492,7,3,18
493,-1,2008-08-28 18:57:00,10.7541,1.2670000000000001,3.3655,16.6345,25.076,493,7,3,18
494,-1,2008-08-28 20:20:00,9.9788,1.284,-2.63,22.63,29.1444,494,7,3,20
495,1,2008-08-28 20:39:00,10.3503,1.278,1.0045,18.9955,23.2147,495,7,3,20
496,-1,2008-08-28 21:03:00,10.7654,0.9778,1.1527,18.8473,24.6357,496,7,3,21
497,-1,2008-08-28 21:52:00,10.3951,0.988,0.2055,19.7945,24.8465,497,7,3,21
498,-1,2008-08-28 22:57:00,10.0947,0.9817,-3.8982,23.8982,32.3627,498,7,3,22
499,-1,2008-08-28 23:40:00,10.6895,1.2937,3.2764,16.7236,23.8465,499,7,3,23
500,-1,2008-08-28 23:42:00,9.453,1.2833,-4.0373,24.0373,29.8481,500,7,3,23
501,-1,2008-08-29 00:49:00,9.4808,1.3118,0.1618,19.8382,25.1262,501,7,4,0
502,-1,2008-08-29 01:06:00,10.5452,1.2825,-3.9436,23.9436,31.9933,502,7,4,1
503,-1,2008-08-29 02:38:00,9.9673,0.996,-1.2518,21.2518,27.0255,503,7,4,2
504,-1,2008-08-29 02:39:00,9.7435,0.9952,1.3664,18.6336,25.688000000000002,504,7,4,2
505,-1,2008-08-29 03:27:00,9.7049,1.315,5.65,14.35,20.0533,505,7,4,3
506,-1,2008-08-29 03:33:00,10.2754,1.307,7.8264,12.1736,19.6859,506,7,4,3
507,-1,2008-08-29 03:46:00,9.4663,1.2948,-1.1927,21.1927,27.0988,507,7,4,3
508,1,2008-08-29 04:55:00,10.832,1.2555,5.4991,14.5009,17.5983,508,7,4,4
509,-1,2008-08-29 04:56:00,9.7917,0.9802,-0.0309,20.0309,23.8671,509,7,4,4
510,-1,2008-08-29 05:16:00,10.5389,0.9698,0.5091,19.4909,23.1579,510,7,4,5
511,-1,2008-08-29 05:54:00,10.7989,1.2893,,,,511,7,4,5
512,-1,2008-08-29 05:54:00,10.3544,0.97,,,,512,7,4,5
513,-1,2008-08-29 05:57:00,10.3867,0.973,0.5755,19.4245,25.0179,513,7,4,5
514,-1,2008-08-29 05:57:00,10.1611,1.2905,0.2573,19.7427,25.518,514,7,4,5
515,-1,2008-08-29 06:35:00,9.8812,1.3030000000000002,9.2827,10.7173,16.5512,515,7,4,6
516,-1,2008-08-29 06:37:00,9.7843,0.9745,-1.0482,21.0482,27.6136,516,7,4,6
517,-1,2008-08-29 06:40:00,10.7928,1.3093,5.6309,14.3691,19.8754,517,7,4,6
518,1,2008-08-29 06:45:00,10.708,1.2975,13.3709,6.6291,12.0446,518,7,4,6
519,-1,2008-08-29 06:54:00,10.7402,0.9882,5.1736,14.8264,20.671,519,7,4,6
520,-1,2008-08-29 07:18:00,10.7671,1.3142,4.8373,15.1627,23.9068,520,7,4,7
521,-1,2008-08-29 07:22:00,9.993,1.2888,6.3691,13.6309,19.6579,521,7,4,7
522,-1,2008-08-29 07:24:00,10.3256,1.2690000000000001,0.2818,19.7182,26.8707,522,7,4,7
523,-1,2008-08-29 07:33:00,10.4771,1.2455,-0.8964,20.8964,25.5848,523,7,4,7
524,-1,2008-08-29 07:33:00,10.7747,0.9725,-0.1745,20.1745,26.166,524,7,4,7
525,-1,2008-08-29 08:10:00,9.8333,0.975,7.0709,12.9291,18.8096,525,7,4,8
526,-1,2008-08-29 08:20:00,10.6564,0.9663,0.4545,19.5455,26.6523,526,7,4,8
527,-1,2008-08-29 08:41:00,9.9029,0.9857,2.2518,17.7482,24.5136,527,7,4,8
528,-1,2008-08-29 08:45:00,10.5586,0.9783,0.9991,19.0009,24.1484,528,7,4,8
529,-1,2008-08-29 12:21:00,9.9475,1.268,2.3691,17.6309,25.1846,529,7,4,12
530,-1,2008-08-29 12:22:00,10.3272,0.9815,3.43,16.57,24.1049,530,7,4,12
531,-1,2008-08-29 12:37:00,10.5044,0.9712,2.3755,17.6245,24.9602,531,7,4,12
532,-1,2008-08-29 13:04:00,10.121,1.2933,1.1682,18.8318,26.8972,532,7,4,13
533,-1,2008-08-29 13:14:00,9.4989,0.9863,0.1691,19.8309,24.6599,533,7,4,13
534,-1,2008-08-29 13:27:00,10.1357,1.2930000000000001,2.6491,17.3509,25.1013,534,7,4,13
535,-1,2008-08-29 13:49:00,10.1271,1.273,3.1382,16.8618,24.5541,535,7,4,13
536,-1,2008-08-29 14:11:00,9.9107,1.2635,4.4364,15.5636,21.5368,536,7,4,14
537,-1,2008-08-29 14:18:00,10.5609,0.975,2.1045,17.8955,22.9633,537,7,4,14
538,-1,2008-08-29 14:30:00,10.1332,1.3030000000000002,3.9818,16.0182,21.1459,538,7,4,14
539,-1,2008-08-29 15:01:00,102.8677,0.973,2.8182,17.1818,22.6844,539,7,4,15
540,-1,2008-08-29 15:43:00,9.8532,1.2985,-0.1209,20.1209,28.8518,540,7,4,15
541,-1,2008-08-29 16:26:00,10.7758,1.2552,1.1782,18.8218,20.0249,541,7,4,16
542,-1,2008-08-29 20:21:00,10.5185,1.3197,0.1664,19.8336,26.1038,542,7,4,20
543,-1,2008-08-29 20:49:00,10.1975,1.295,4.92,15.08,22.7427,543,7,4,20
544,-1,2008-08-29 21:25:00,10.6887,0.971,-1.3227,21.3227,29.826999999999998,544,7,4,21
545,-1,2008-08-29 21:46:00,9.7257,0.9888,-0.7845,20.7845,28.7982,545,7,4,21
546,-1,2008-08-29 21:54:00,9.6056,0.9840000000000001,0.2655,19.7345,25.8087,546,7,4,21
